2011.0,8.0,10.0,1058327.0
2011.0,8.0,11.0,1071000.6
2011.0,8.0,12.0,1074936.6
2011.0,8.0,15.0,1082604.6
2011.0,8.0,16.0,1079100.6
2011.0,8.0,17.0,1079052.6
2011.0,8.0,18.0,1061868.6
2011.0,8.0,19.0,1049892.6
2011.0,8.0,22.0,1050384.6
2011.0,8.0,23.0,1070880.6
2011.0,8.0,24.0,1073964.6
2011.0,8.0,25.0,1071024.6
2011.0,8.0,26.0,1082808.6
2011.0,8.0,29.0,1090440.6
2011.0,8.0,30.0,1090464.6
2011.0,8.0,31.0,1084296.6
2011.0,9.0,1.0,1079760.6
2011.0,9.0,2.0,1071420.6
2011.0,9.0,6.0,1078224.6
2011.0,9.0,7.0,1083228.6
2011.0,9.0,8.0,1083480.6
2011.0,9.0,9.0,1075524.6
2011.0,9.0,12.0,1078464.6
2011.0,9.0,13.0,1084056.6
2011.0,9.0,14.0,1089648.6
2011.0,9.0,15.0,1094016.6
2011.0,9.0,16.0,1103028.6
2011.0,9.0,19.0,1116324.6
2011.0,9.0,20.0,1118496.6
2011.0,9.0,21.0,1116936.6
2011.0,9.0,22.0,1104600.6
2011.0,9.0,23.0,1107564.6
2011.0,9.0,26.0,1106220.6
2011.0,9.0,27.0,1101540.6
2011.0,9.0,28.0,1098852.6
2011.0,9.0,29.0,1091160.6
2011.0,9.0,30.0,1080108.6
2011.0,10.0,3.0,1072080.6
2011.0,10.0,4.0,1069572.6
2011.0,10.0,5.0,1076436.6
2011.0,10.0,6.0,1075392.6
2011.0,10.0,7.0,1066344.6
2011.0,10.0,10.0,1089060.6
2011.0,10.0,11.0,1102776.6
2011.0,10.0,12.0,1105044.6
2011.0,10.0,13.0,1112496.6
2011.0,10.0,14.0,1128720.6
2011.0,10.0,17.0,1126308.6
2011.0,10.0,18.0,1128996.6
2011.0,10.0,19.0,1100784.6
2011.0,10.0,20.0,1096824.6
2011.0,10.0,21.0,1093908.6
2011.0,10.0,24.0,1109328.6
2011.0,10.0,25.0,1099764.6
2011.0,10.0,26.0,1103148.6
2011.0,10.0,27.0,1108032.6
2011.0,10.0,28.0,1108344.6
2011.0,10.0,31.0,1108140.6
2011.0,11.0,1.0,1098252.6
2011.0,11.0,2.0,1099332.6
2011.0,11.0,3.0,1106100.6
2011.0,11.0,4.0,1102716.6
2011.0,11.0,7.0,1102104.6
2011.0,11.0,8.0,1109868.6
2011.0,11.0,9.0,1096788.6
2011.0,11.0,10.0,1084764.6
2011.0,11.0,11.0,1084056.6
2011.0,11.0,14.0,1077648.6
2011.0,11.0,15.0,1089084.6
2011.0,11.0,16.0,1084236.6
2011.0,11.0,17.0,1075440.6
2011.0,11.0,18.0,1072488.6
2011.0,11.0,21.0,1065396.6
2011.0,11.0,22.0,1074360.6
2011.0,11.0,23.0,1062984.6
2011.0,11.0,25.0,1058904.6
2011.0,11.0,28.0,1073892.6
2011.0,11.0,29.0,1070400.6
2011.0,11.0,30.0,1081164.6
2011.0,12.0,1.0,1088004.6
2011.0,12.0,2.0,1090116.6
2011.0,12.0,5.0,1094076.6
2011.0,12.0,6.0,1091616.6
2011.0,12.0,7.0,1089396.6
2011.0,12.0,8.0,1091268.6
2011.0,12.0,9.0,1094808.6
2011.0,12.0,12.0,1092672.6
2011.0,12.0,13.0,1089060.6
2011.0,12.0,14.0,1078752.6
