2011.0,1.0,14.0,1000000.0
2011.0,1.0,18.0,988300.0
2011.0,1.0,19.0,985600.0
2011.0,1.0,20.0,986040.0
2011.0,1.0,21.0,984880.0
2011.0,1.0,24.0,1000920.0
2011.0,1.0,25.0,1007960.0
2011.0,1.0,26.0,1006400.0
2011.0,1.0,27.0,1006520.0
2011.0,1.0,28.0,999280.0
2011.0,1.0,31.0,1010120.0
2011.0,2.0,1.0,1026880.0
2011.0,2.0,2.0,1026840.0
2011.0,2.0,3.0,1025870.0
2011.0,2.0,4.0,1028540.0
2011.0,2.0,7.0,1032530.0
2011.0,2.0,8.0,1045940.0
2011.0,2.0,9.0,1040260.0
2011.0,2.0,10.0,1035520.0
2011.0,2.0,11.0,1044100.0
2011.0,2.0,14.0,1045310.0
2011.0,2.0,15.0,1039830.0
2011.0,2.0,16.0,1042060.0
2011.0,2.0,17.0,1046380.0
2011.0,2.0,18.0,1053560.0
2011.0,2.0,22.0,1022410.0
2011.0,2.0,23.0,1016600.0
2011.0,2.0,24.0,1016420.0
2011.0,2.0,25.0,1023520.0
2011.0,2.0,28.0,1025320.0
2011.0,3.0,1.0,1005240.0
2011.0,3.0,2.0,1005990.0
2011.0,3.0,3.0,1011822.0
2011.0,3.0,4.0,1008924.0
2011.0,3.0,7.0,1005594.0
2011.0,3.0,8.0,1009716.0
2011.0,3.0,9.0,1015998.0
2011.0,3.0,10.0,1009266.0
2011.0,3.0,11.0,1009986.0
2011.0,3.0,14.0,1008150.0
2011.0,3.0,15.0,1003992.0
2011.0,3.0,16.0,993426.0
2011.0,3.0,17.0,995496.0
2011.0,3.0,18.0,998502.0
2011.0,3.0,21.0,1001634.0
2011.0,3.0,22.0,1002210.0
2011.0,3.0,23.0,1004892.0
2011.0,3.0,24.0,1005792.0
2011.0,3.0,25.0,1009536.0
2011.0,3.0,28.0,1008114.0
2011.0,3.0,29.0,1010778.0
2011.0,3.0,30.0,1012038.0
2011.0,3.0,31.0,1011102.0
2011.0,4.0,1.0,1013208.0
2011.0,4.0,4.0,1013172.0
2011.0,4.0,5.0,1012722.0
2011.0,4.0,6.0,1012812.0
2011.0,4.0,7.0,1013406.0
2011.0,4.0,8.0,1012830.0
2011.0,4.0,11.0,1012650.0
2011.0,4.0,12.0,1011426.0
2011.0,4.0,13.0,1012650.0
2011.0,4.0,14.0,1014432.0
2011.0,4.0,15.0,1016610.0
2011.0,4.0,18.0,1016142.0
2011.0,4.0,19.0,1015188.0
2011.0,4.0,20.0,1014054.0
2011.0,4.0,21.0,1020246.0
2011.0,4.0,25.0,1019184.0
2011.0,4.0,26.0,1020624.0
2011.0,4.0,27.0,1023918.0
2011.0,4.0,28.0,1024638.0
2011.0,4.0,29.0,1024278.0
2011.0,5.0,2.0,1027032.0
2011.0,5.0,3.0,1028310.0
2011.0,5.0,4.0,1024350.0
2011.0,5.0,5.0,1020570.0
2011.0,5.0,6.0,1022640.0
2011.0,5.0,9.0,1023018.0
2011.0,5.0,10.0,1025268.0
2011.0,5.0,11.0,1023720.0
2011.0,5.0,12.0,1028544.0
2011.0,5.0,13.0,1024458.0
2011.0,5.0,16.0,1022586.0
2011.0,5.0,17.0,1025484.0
2011.0,5.0,18.0,1025376.0
2011.0,5.0,19.0,1025646.0
2011.0,5.0,20.0,1024890.0
2011.0,5.0,23.0,1021542.0
2011.0,5.0,24.0,1020651.0
2011.0,5.0,25.0,1019892.0
2011.0,5.0,26.0,1018044.0
2011.0,5.0,27.0,1019067.0
2011.0,5.0,31.0,1023687.0
2011.0,6.0,1.0,1016031.0
2011.0,6.0,2.0,1014513.0
2011.0,6.0,3.0,1014513.0
2011.0,6.0,6.0,1014513.0
2011.0,6.0,7.0,1014513.0
2011.0,6.0,8.0,1014513.0
2011.0,6.0,9.0,1014513.0
2011.0,6.0,10.0,1014513.0
2011.0,6.0,13.0,1015341.0
2011.0,6.0,14.0,1022325.0
2011.0,6.0,15.0,1015521.0
2011.0,6.0,16.0,1013625.0
2011.0,6.0,17.0,1007769.0
2011.0,6.0,20.0,1001865.0
2011.0,6.0,21.0,1013793.0
2011.0,6.0,22.0,1010577.0
2011.0,6.0,23.0,1020873.0
2011.0,6.0,24.0,1015041.0
2011.0,6.0,27.0,1021845.0
2011.0,6.0,28.0,1025697.0
2011.0,6.0,29.0,1024233.0
2011.0,6.0,30.0,1026177.0
2011.0,7.0,1.0,1035249.0
2011.0,7.0,5.0,1042629.0
2011.0,7.0,6.0,1045413.0
2011.0,7.0,7.0,1051905.0
2011.0,7.0,8.0,1054905.0
2011.0,7.0,11.0,1048089.0
2011.0,7.0,12.0,1047789.0
2011.0,7.0,13.0,1052889.0
2011.0,7.0,14.0,1052589.0
2011.0,7.0,15.0,1061133.0
2011.0,7.0,18.0,1071741.0
2011.0,7.0,19.0,1075389.0
2011.0,7.0,20.0,1087401.0
2011.0,7.0,21.0,1087857.0
2011.0,7.0,22.0,1095045.0
2011.0,7.0,25.0,1101261.0
2011.0,7.0,26.0,1107129.0
2011.0,7.0,27.0,1094193.0
2011.0,7.0,28.0,1093269.0
2011.0,7.0,29.0,1091673.0
2011.0,8.0,1.0,1099161.0
2011.0,8.0,2.0,1089801.0
2011.0,8.0,3.0,1094169.0
2011.0,8.0,4.0,1076013.0
2011.0,8.0,5.0,1071525.0
2011.0,8.0,8.0,1047141.0
2011.0,8.0,9.0,1071993.0
